"Step","SpaceInvadersNoFrameskip-v4__dqn_atari__1__1745790578 - charts/local_optimality_gap","SpaceInvadersNoFrameskip-v4__dqn_atari__1__1745790578 - charts/local_optimality_gap__MIN","SpaceInvadersNoFrameskip-v4__dqn_atari__1__1745790578 - charts/local_optimality_gap__MAX","SpaceInvadersNoFrameskip-v4__dqn_atari__3__1745790573 - charts/local_optimality_gap","SpaceInvadersNoFrameskip-v4__dqn_atari__3__1745790573 - charts/local_optimality_gap__MIN","SpaceInvadersNoFrameskip-v4__dqn_atari__3__1745790573 - charts/local_optimality_gap__MAX","SpaceInvadersNoFrameskip-v4__dqn_atari__2__1745790573 - charts/local_optimality_gap","SpaceInvadersNoFrameskip-v4__dqn_atari__2__1745790573 - charts/local_optimality_gap__MIN","SpaceInvadersNoFrameskip-v4__dqn_atari__2__1745790573 - charts/local_optimality_gap__MAX"
"42061","","","","818.4849243164062","818.4849243164062","818.4849243164062","","",""
"42065","929.2950439453125","929.2950439453125","929.2950439453125","","","","","",""
"42074","","","","","","","886.0850219726562","886.0850219726562","886.0850219726562"
"42081","928.5450439453125","928.5450439453125","928.5450439453125","","","","","",""
"42084","","","","","","","886.10498046875","886.10498046875","886.10498046875"
"42090","","","","826.5250244140625","826.5250244140625","826.5250244140625","","",""
"42093","","","","","","","886.0800170898438","886.0800170898438","886.0800170898438"
"42103","","","","","","","886.0150146484375","886.0150146484375","886.0150146484375"
"42107","","","","826.4950561523438","826.4950561523438","826.4950561523438","","",""
"42109","935.5999755859375","935.5999755859375","935.5999755859375","","","","","",""
"42115","","","","826.56005859375","826.56005859375","826.56005859375","886.02001953125","886.02001953125","886.02001953125"
"42120","935.3699951171875","935.3699951171875","935.3699951171875","","","","","",""
"42125","","","","","","","875.4249877929688","875.4249877929688","875.4249877929688"
"42126","","","","826.7450561523438","826.7450561523438","826.7450561523438","","",""
"42130","935.1950073242188","935.1950073242188","935.1950073242188","","","","","",""
"42136","","","","826.675048828125","826.675048828125","826.675048828125","","",""
"42141","","","","","","","875.3099975585938","875.3099975585938","875.3099975585938"
"42143","935.114990234375","935.114990234375","935.114990234375","","","","","",""
"42144","","","","826.8600463867188","826.8600463867188","826.8600463867188","","",""
"42151","935.5850219726562","935.5850219726562","935.5850219726562","","","","","",""
"42152","","","","","","","875.47998046875","875.47998046875","875.47998046875"
"42160","935.5599975585938","935.5599975585938","935.5599975585938","","","","","",""
"42163","","","","826.27001953125","826.27001953125","826.27001953125","","",""
"42164","","","","","","","875.5050048828125","875.5050048828125","875.5050048828125"
"42170","935.5549926757812","935.5549926757812","935.5549926757812","","","","","",""
"42173","","","","","","","875.739990234375","875.739990234375","875.739990234375"
"42174","","","","826.070068359375","826.070068359375","826.070068359375","","",""
"42183","","","","824.0650634765625","824.0650634765625","824.0650634765625","875.9349975585938","875.9349975585938","875.9349975585938"
"42189","934.8900146484375","934.8900146484375","934.8900146484375","","","","","",""
"42193","","","","824.7550659179688","824.7550659179688","824.7550659179688","","",""
"42194","","","","","","","875.8800048828125","875.8800048828125","875.8800048828125"
"42198","934.8900146484375","934.8900146484375","934.8900146484375","","","","","",""
"42200","","","","824.820068359375","824.820068359375","824.820068359375","","",""
"42202","","","","","","","876.0850219726562","876.0850219726562","876.0850219726562"
"42214","","","","825.300048828125","825.300048828125","825.300048828125","","",""
"42217","934.1749877929688","934.1749877929688","934.1749877929688","","","","","",""
"42220","","","","","","","876.2650146484375","876.2650146484375","876.2650146484375"
"42231","","","","825.3150634765625","825.3150634765625","825.3150634765625","","",""
"42236","934.280029296875","934.280029296875","934.280029296875","","","","","",""
"42239","","","","825.9700317382812","825.9700317382812","825.9700317382812","875.7899780273438","875.7899780273438","875.7899780273438"
"42247","934.7900390625","934.7900390625","934.7900390625","","","","","",""
"42249","","","","825.9400634765625","825.9400634765625","825.9400634765625","876.5399780273438","876.5399780273438","876.5399780273438"
"42258","935.010009765625","935.010009765625","935.010009765625","","","","","",""
"42261","","","","826.5400390625","826.5400390625","826.5400390625","","",""
"42270","935.6849975585938","935.6849975585938","935.6849975585938","824.5550537109375","824.5550537109375","824.5550537109375","","",""
"42271","","","","","","","877.9349975585938","877.9349975585938","877.9349975585938"
"42279","","","","825.1100463867188","825.1100463867188","825.1100463867188","","",""
"42280","935.6849975585938","935.6849975585938","935.6849975585938","","","","","",""
"42281","","","","","","","877.8999633789062","877.8999633789062","877.8999633789062"
"42288","","","","825.155029296875","825.155029296875","825.155029296875","","",""
"42293","935.3050537109375","935.3050537109375","935.3050537109375","","","","877.9049682617188","877.9049682617188","877.9049682617188"
"42296","","","","825.205078125","825.205078125","825.205078125","","",""
"42305","","","","825.0400390625","825.0400390625","825.0400390625","","",""
"42309","934.7750244140625","934.7750244140625","934.7750244140625","","","","","",""
"42312","","","","","","","879.9400024414062","879.9400024414062","879.9400024414062"
"42318","934.77001953125","934.77001953125","934.77001953125","","","","","",""
"42322","","","","824.6100463867188","824.6100463867188","824.6100463867188","","",""
"42330","","","","","","","879.5849609375","879.5849609375","879.5849609375"
"42339","","","","","","","880.239990234375","880.239990234375","880.239990234375"
"42341","934.9400024414062","934.9400024414062","934.9400024414062","823.9800415039062","823.9800415039062","823.9800415039062","","",""
"42349","","","","","","","880.7649536132812","880.7649536132812","880.7649536132812"
"42351","934.9100341796875","934.9100341796875","934.9100341796875","824.7600708007812","824.7600708007812","824.7600708007812","","",""
"42361","","","","824.7900390625","824.7900390625","824.7900390625","","",""
"42370","934.3250122070312","934.3250122070312","934.3250122070312","","","","879.9949951171875","879.9949951171875","879.9949951171875"
"42371","","","","824.7150268554688","824.7150268554688","824.7150268554688","","",""
"42379","","","","","","","880.5099487304688","880.5099487304688","880.5099487304688"
"42382","934.125","934.125","934.125","","","","","",""
"42391","","","","824.7100219726562","824.7100219726562","824.7100219726562","","",""
"42396","","","","","","","880.1799926757812","880.1799926757812","880.1799926757812"
"42401","933.5400390625","933.5400390625","933.5400390625","824.7600708007812","824.7600708007812","824.7600708007812","","",""
"42405","","","","","","","880.1099853515625","880.1099853515625","880.1099853515625"
"42410","934.0700073242188","934.0700073242188","934.0700073242188","","","","","",""
"42411","","","","824.8750610351562","824.8750610351562","824.8750610351562","","",""
"42416","","","","","","","879.9649658203125","879.9649658203125","879.9649658203125"
"42420","934.7950439453125","934.7950439453125","934.7950439453125","","","","","",""
"42427","","","","","","","880.074951171875","880.074951171875","880.074951171875"
"42428","","","","824.27001953125","824.27001953125","824.27001953125","","",""
"42437","","","","824.455078125","824.455078125","824.455078125","","",""
"42440","934.6650390625","934.6650390625","934.6650390625","","","","","",""
"42448","934.7250366210938","934.7250366210938","934.7250366210938","","","","879.7049560546875","879.7049560546875","879.7049560546875"
"42453","","","","826.7049560546875","826.7049560546875","826.7049560546875","","",""
"42457","934.7400512695312","934.7400512695312","934.7400512695312","","","","","",""
"42464","","","","826.9349975585938","826.9349975585938","826.9349975585938","","",""
"42466","934.7900390625","934.7900390625","934.7900390625","","","","879.2749633789062","879.2749633789062","879.2749633789062"
"42475","","","","826.9449462890625","826.9449462890625","826.9449462890625","","",""
"42476","","","","","","","879.2749633789062","879.2749633789062","879.2749633789062"
"42478","934.6849975585938","934.6849975585938","934.6849975585938","","","","","",""
"42485","","","","826.85498046875","826.85498046875","826.85498046875","","",""
"42488","934.7150268554688","934.7150268554688","934.7150268554688","","","","","",""
"42495","","","","827.3199462890625","827.3199462890625","827.3199462890625","882.4400024414062","882.4400024414062","882.4400024414062"
"42503","","","","827.75","827.75","827.75","","",""
"42506","934.385009765625","934.385009765625","934.385009765625","","","","","",""
"42511","","","","","","","882.2999877929688","882.2999877929688","882.2999877929688"
"42520","","","","","","","882.4099731445312","882.4099731445312","882.4099731445312"
"42522","","","","827.1799926757812","827.1799926757812","827.1799926757812","","",""
"42526","933.675048828125","933.675048828125","933.675048828125","","","","","",""
"42538","","","","","","","881.7449951171875","881.7449951171875","881.7449951171875"
"42542","933.0400390625","933.0400390625","933.0400390625","","","","","",""
"42548","","","","833.5050048828125","833.5050048828125","833.5050048828125","","",""
"42551","933.3050537109375","933.3050537109375","933.3050537109375","","","","","",""
"42561","","","","","","","881.27001953125","881.27001953125","881.27001953125"
"42567","932.9650268554688","932.9650268554688","932.9650268554688","","","","","",""
"42568","","","","832.7899780273438","832.7899780273438","832.7899780273438","","",""
"42571","","","","","","","879.919921875","879.919921875","879.919921875"
"42578","932.8800048828125","932.8800048828125","932.8800048828125","832.8350219726562","832.8350219726562","832.8350219726562","","",""
"42587","","","","833.0399780273438","833.0399780273438","833.0399780273438","","",""
"42590","","","","","","","879.169921875","879.169921875","879.169921875"
"42597","932.1100463867188","932.1100463867188","932.1100463867188","","","","","",""
"42599","","","","833.0399780273438","833.0399780273438","833.0399780273438","","",""
"42600","","","","","","","879.10498046875","879.10498046875","879.10498046875"
"42609","","","","832.614990234375","832.614990234375","832.614990234375","","",""
"42611","931.7950439453125","931.7950439453125","931.7950439453125","","","","879.304931640625","879.304931640625","879.304931640625"
"42619","","","","832.5850219726562","832.5850219726562","832.5850219726562","","",""
"42625","","","","","","","879.1749267578125","879.1749267578125","879.1749267578125"
"42629","930.9850463867188","930.9850463867188","930.9850463867188","","","","","",""
"42630","","","","832.5800170898438","832.5800170898438","832.5800170898438","","",""
"42639","930.7550048828125","930.7550048828125","930.7550048828125","","","","","",""
"42644","","","","","","","878.8799438476562","878.8799438476562","878.8799438476562"
"42648","930.9700317382812","930.9700317382812","930.9700317382812","","","","","",""
"42649","","","","831.7750244140625","831.7750244140625","831.7750244140625","","",""
"42654","","","","832.3400268554688","832.3400268554688","832.3400268554688","","",""
"42658","931.050048828125","931.050048828125","931.050048828125","","","","","",""
"42660","","","","","","","878.5899658203125","878.5899658203125","878.5899658203125"
"42664","","","","831.9099731445312","831.9099731445312","831.9099731445312","","",""
"42667","931.2950439453125","931.2950439453125","931.2950439453125","","","","","",""
"42675","","","","832.02001953125","832.02001953125","832.02001953125","","",""
"42677","","","","","","","878.10498046875","878.10498046875","878.10498046875"
"42685","","","","831.9949951171875","831.9949951171875","831.9949951171875","","",""
"42688","931.3699951171875","931.3699951171875","931.3699951171875","","","","","",""
"42696","","","","832.0850219726562","832.0850219726562","832.0850219726562","","",""
"42697","930.9500122070312","930.9500122070312","930.9500122070312","","","","861.6950073242188","861.6950073242188","861.6950073242188"
"42706","","","","832.0900268554688","832.0900268554688","832.0900268554688","","",""
"42707","930.9800415039062","930.9800415039062","930.9800415039062","","","","","",""
"42714","","","","832.3499755859375","832.3499755859375","832.3499755859375","861.114990234375","861.114990234375","861.114990234375"
"42717","931.0050048828125","931.0050048828125","931.0050048828125","","","","","",""
"42724","","","","831.97998046875","831.97998046875","831.97998046875","","",""
"42726","","","","","","","861.4600219726562","861.4600219726562","861.4600219726562"
"42727","930.9400024414062","930.9400024414062","930.9400024414062","","","","","",""
"42735","","","","832.010009765625","832.010009765625","832.010009765625","","",""
"42744","930.4150390625","930.4150390625","930.4150390625","","","","860.719970703125","860.719970703125","860.719970703125"
"42755","","","","831.2749633789062","831.2749633789062","831.2749633789062","","",""
"42756","","","","","","","860.719970703125","860.719970703125","860.719970703125"
"42762","930.1500244140625","930.1500244140625","930.1500244140625","","","","","",""
"42765","","","","831.3299560546875","831.3299560546875","831.3299560546875","","",""
"42768","","","","","","","860.7449951171875","860.7449951171875","860.7449951171875"
"42772","930.125","930.125","930.125","","","","","",""
"42777","","","","831.7999877929688","831.7999877929688","831.7999877929688","860.5900268554688","860.5900268554688","860.5900268554688"
"42782","930.7550048828125","930.7550048828125","930.7550048828125","","","","","",""
"42786","","","","832.4549560546875","832.4549560546875","832.4549560546875","","",""
"42787","","","","","","","860.5399780273438","860.5399780273438","860.5399780273438"
"42799","","","","833.0050048828125","833.0050048828125","833.0050048828125","","",""
"42803","930.5","930.5","930.5","","","","861.344970703125","861.344970703125","861.344970703125"
"42813","930.7449951171875","930.7449951171875","930.7449951171875","","","","861.5149536132812","861.5149536132812","861.5149536132812"
"42821","","","","832.2049560546875","832.2049560546875","832.2049560546875","","",""
"42822","930.6950073242188","930.6950073242188","930.6950073242188","","","","","",""
"42825","","","","","","","861.5199584960938","861.5199584960938","861.5199584960938"
"42832","931.4800415039062","931.4800415039062","931.4800415039062","","","","","",""
"42836","","","","","","","861.5249633789062","861.5249633789062","861.5249633789062"
"42839","","","","831.8849487304688","831.8849487304688","831.8849487304688","","",""
"42845","931.0900268554688","931.0900268554688","931.0900268554688","","","","","",""
"42848","","","","832.0849609375","832.0849609375","832.0849609375","","",""
"42857","","","","830.5250244140625","830.5250244140625","830.5250244140625","","",""
"42858","","","","","","","862.4099731445312","862.4099731445312","862.4099731445312"
"42863","930.760009765625","930.760009765625","930.760009765625","","","","","",""
"42868","","","","830.5250244140625","830.5250244140625","830.5250244140625","","",""
"42869","","","","","","","863.030029296875","863.030029296875","863.030029296875"
"42878","","","","","","","863.030029296875","863.030029296875","863.030029296875"
"42883","929.9650268554688","929.9650268554688","929.9650268554688","","","","","",""
"42886","","","","829.9349975585938","829.9349975585938","829.9349975585938","","",""
"42895","","","","","","","862.22998046875","862.22998046875","862.22998046875"
"42902","930.1150512695312","930.1150512695312","930.1150512695312","","","","","",""
"42905","","","","829.614990234375","829.614990234375","829.614990234375","","",""
"42912","930.5400390625","930.5400390625","930.5400390625","","","","","",""
"42915","","","","","","","861.4849853515625","861.4849853515625","861.4849853515625"
"42917","","","","829.3900146484375","829.3900146484375","829.3900146484375","","",""
"42927","","","","829.6300048828125","829.6300048828125","829.6300048828125","","",""
"42934","","","","","","","860.885009765625","860.885009765625","860.885009765625"
"42936","938.7100219726562","938.7100219726562","938.7100219726562","","","","","",""
"42938","","","","829.8300170898438","829.8300170898438","829.8300170898438","","",""
"42947","938.7400512695312","938.7400512695312","938.7400512695312","","","","","",""
"42949","","","","829.635009765625","829.635009765625","829.635009765625","","",""
"42953","","","","","","","861.0900268554688","861.0900268554688","861.0900268554688"
"42958","","","","829.8350219726562","829.8350219726562","829.8350219726562","","",""
"42962","","","","","","","861.14501953125","861.14501953125","861.14501953125"
"42964","938.6300048828125","938.6300048828125","938.6300048828125","","","","","",""
"42973","","","","829.280029296875","829.280029296875","829.280029296875","","",""
"42974","","","","","","","861.1699829101562","861.1699829101562","861.1699829101562"
"42984","938.2550048828125","938.2550048828125","938.2550048828125","","","","861.6099853515625","861.6099853515625","861.6099853515625"
"42985","","","","829.7049560546875","829.7049560546875","829.7049560546875","","",""
"43000","937.9349975585938","937.9349975585938","937.9349975585938","","","","","",""
"43003","","","","829.0650024414062","829.0650024414062","829.0650024414062","","",""
"43004","","","","","","","861.0800170898438","861.0800170898438","861.0800170898438"
"43012","938.7650146484375","938.7650146484375","938.7650146484375","","","","","",""
"43014","","","","829.489990234375","829.489990234375","829.489990234375","","",""
"43022","","","","","","","860.4149780273438","860.4149780273438","860.4149780273438"
"43023","939.3550415039062","939.3550415039062","939.3550415039062","","","","","",""
"43024","","","","829.5149536132812","829.5149536132812","829.5149536132812","","",""
"43034","","","","829.375","829.375","829.375","","",""
"43041","","","","","","","860.3299560546875","860.3299560546875","860.3299560546875"
"43042","938.9800415039062","938.9800415039062","938.9800415039062","","","","","",""
"43047","","","","829.97998046875","829.97998046875","829.97998046875","","",""
"43051","939.0100708007812","939.0100708007812","939.0100708007812","","","","","",""
"43057","","","","829.9249877929688","829.9249877929688","829.9249877929688","","",""
"43060","939.2100219726562","939.2100219726562","939.2100219726562","","","","","",""
"43061","","","","","","","860.10498046875","860.10498046875","860.10498046875"
"43070","939.4100341796875","939.4100341796875","939.4100341796875","","","","","",""
"43072","","","","","","","859.9049682617188","859.9049682617188","859.9049682617188"
"43078","939.6400756835938","939.6400756835938","939.6400756835938","","","","","",""
"43080","","","","","","","859.9599609375","859.9599609375","859.9599609375"
"43082","","","","832.3499755859375","832.3499755859375","832.3499755859375","","",""
"43089","","","","","","","860.7049560546875","860.7049560546875","860.7049560546875"
"43092","","","","832.2349853515625","832.2349853515625","832.2349853515625","","",""
"43096","939.175048828125","939.175048828125","939.175048828125","","","","","",""
"43098","","","","","","","860.7049560546875","860.7049560546875","860.7049560546875"
"43102","","","","832.2349853515625","832.2349853515625","832.2349853515625","","",""
"43112","939.1250610351562","939.1250610351562","939.1250610351562","","","","","",""
"43117","","","","","","","859.9949340820312","859.9949340820312","859.9949340820312"
"43121","","","","832.27001953125","832.27001953125","832.27001953125","","",""
"43126","","","","","","","860.1449584960938","860.1449584960938","860.1449584960938"
"43129","938.4400634765625","938.4400634765625","938.4400634765625","","","","","",""
"43131","","","","832.094970703125","832.094970703125","832.094970703125","","",""
"43136","","","","","","","860.3649291992188","860.3649291992188","860.3649291992188"
"43139","","","","832.125","832.125","832.125","","",""
"43149","937.6350708007812","937.6350708007812","937.6350708007812","","","","","",""
"43153","","","","831.8250122070312","831.8250122070312","831.8250122070312","","",""
"43155","","","","","","","859.469970703125","859.469970703125","859.469970703125"
"43158","938.43505859375","938.43505859375","938.43505859375","","","","","",""
"43164","","","","832.5349731445312","832.5349731445312","832.5349731445312","","",""
"43165","","","","","","","859.6649780273438","859.6649780273438","859.6649780273438"
"43168","938.8050537109375","938.8050537109375","938.8050537109375","","","","","",""
"43175","","","","832.5750122070312","832.5750122070312","832.5750122070312","","",""
"43178","939.3500366210938","939.3500366210938","939.3500366210938","","","","","",""
"43184","","","","833.2000122070312","833.2000122070312","833.2000122070312","859.1199340820312","859.1199340820312","859.1199340820312"
"43188","939.7500610351562","939.7500610351562","939.7500610351562","","","","","",""
"43201","","","","834.7599487304688","834.7599487304688","834.7599487304688","","",""
"43204","","","","","","","860.5800170898438","860.5800170898438","860.5800170898438"
"43207","939.1200561523438","939.1200561523438","939.1200561523438","","","","","",""
"43210","","","","834.7550048828125","834.7550048828125","834.7550048828125","","",""
"43222","","","","","","","859.9450073242188","859.9450073242188","859.9450073242188"
"43227","938.7950439453125","938.7950439453125","938.7950439453125","","","","","",""
"43228","","","","834.239990234375","834.239990234375","834.239990234375","","",""
"43237","938.7250366210938","938.7250366210938","938.7250366210938","833.8050537109375","833.8050537109375","833.8050537109375","","",""
"43239","","","","","","","859.9400024414062","859.9400024414062","859.9400024414062"
"43248","","","","833.7250366210938","833.7250366210938","833.7250366210938","","",""
"43255","938.1600341796875","938.1600341796875","938.1600341796875","","","","","",""
"43258","","","","","","","859.2749633789062","859.2749633789062","859.2749633789062"
"43259","","","","833.9300537109375","833.9300537109375","833.9300537109375","","",""
"43265","938.7850341796875","938.7850341796875","938.7850341796875","","","","","",""
"43266","","","","834.0850219726562","834.0850219726562","834.0850219726562","","",""
"43268","","","","","","","859.0449829101562","859.0449829101562","859.0449829101562"
"43276","","","","834.8400268554688","834.8400268554688","834.8400268554688","","",""
"43284","","","","","","","858.3899536132812","858.3899536132812","858.3899536132812"
"43285","937.8700561523438","937.8700561523438","937.8700561523438","835.5100708007812","835.5100708007812","835.5100708007812","","",""
"43294","","","","","","","858.3199462890625","858.3199462890625","858.3199462890625"
"43295","937.7450561523438","937.7450561523438","937.7450561523438","","","","","",""
"43303","","","","834.9000244140625","834.9000244140625","834.9000244140625","","",""
"43304","","","","","","","858.864990234375","858.864990234375","858.864990234375"
"43310","938.1400756835938","938.1400756835938","938.1400756835938","","","","","",""
"43312","","","","834.9000244140625","834.9000244140625","834.9000244140625","","",""
"43320","","","","834.7000732421875","834.7000732421875","834.7000732421875","","",""
"43321","938.1100463867188","938.1100463867188","938.1100463867188","","","","","",""
"43323","","","","","","","861.1849975585938","861.1849975585938","861.1849975585938"
"43329","","","","834.7550659179688","834.7550659179688","834.7550659179688","","",""
"43334","938.7450561523438","938.7450561523438","938.7450561523438","","","","","",""
"43339","","","","834.7400512695312","834.7400512695312","834.7400512695312","","",""
"43341","","","","","","","860.9599609375","860.9599609375","860.9599609375"
"43344","939.4900512695312","939.4900512695312","939.4900512695312","","","","","",""
"43349","","","","834.7350463867188","834.7350463867188","834.7350463867188","","",""
"43353","939.580078125","939.580078125","939.580078125","","","","","",""
"43359","","","","","","","860.7999877929688","860.7999877929688","860.7999877929688"
"43363","939.3350219726562","939.3350219726562","939.3350219726562","","","","","",""
"43368","","","","834.0750732421875","834.0750732421875","834.0750732421875","","",""
"43374","939.3400268554688","939.3400268554688","939.3400268554688","","","","","",""
"43376","","","","834.1650390625","834.1650390625","834.1650390625","","",""
"43377","","","","","","","860.2249755859375","860.2249755859375","860.2249755859375"
"43383","937.4349975585938","937.4349975585938","937.4349975585938","","","","","",""
"43392","937.4700317382812","937.4700317382812","937.4700317382812","","","","","",""
"43395","","","","","","","861.550048828125","861.550048828125","861.550048828125"
"43396","","","","834.5350341796875","834.5350341796875","834.5350341796875","","",""
"43402","937.3200073242188","937.3200073242188","937.3200073242188","","","","","",""
"43405","","","","","","","861.550048828125","861.550048828125","861.550048828125"
"43408","","","","834.7450561523438","834.7450561523438","834.7450561523438","","",""
"43412","937.3200073242188","937.3200073242188","937.3200073242188","","","","","",""
"43419","","","","834.39501953125","834.39501953125","834.39501953125","","",""
"43422","","","","","","","860.9500122070312","860.9500122070312","860.9500122070312"
"43424","935.39501953125","935.39501953125","935.39501953125","","","","","",""
"43430","","","","834.5950317382812","834.5950317382812","834.5950317382812","","",""
"43439","","","","835.1800537109375","835.1800537109375","835.1800537109375","","",""
"43445","","","","","","","860.7449951171875","860.7449951171875","860.7449951171875"
"43456","952.02001953125","952.02001953125","952.02001953125","","","","","",""
"43458","","","","834.5100708007812","834.5100708007812","834.5100708007812","","",""
"43468","","","","","","","860.3400268554688","860.3400268554688","860.3400268554688"
"43475","951.4450073242188","951.4450073242188","951.4450073242188","","","","","",""
"43477","","","","834.5250244140625","834.5250244140625","834.5250244140625","","",""
"43478","","","","","","","860.1700439453125","860.1700439453125","860.1700439453125"
"43485","951.7000122070312","951.7000122070312","951.7000122070312","","","","","",""
"43496","","","","","","","859.7650146484375","859.7650146484375","859.7650146484375"
"43499","","","","841.8350219726562","841.8350219726562","841.8350219726562","","",""
"43503","953.7750244140625","953.7750244140625","953.7750244140625","","","","","",""
"43505","","","","","","","859.7650146484375","859.7650146484375","859.7650146484375"
"43509","","","","841.75","841.75","841.75","","",""
"43515","","","","","","","859.3699951171875","859.3699951171875","859.3699951171875"
"43519","953.375","953.375","953.375","","","","","",""
"43521","","","","842.2300415039062","842.2300415039062","842.2300415039062","","",""
"43528","953.3900146484375","953.3900146484375","953.3900146484375","","","","","",""
"43532","","","","842.2300415039062","842.2300415039062","842.2300415039062","","",""
"43534","","","","","","","858.75","858.75","858.75"
"43541","","","","842.2050170898438","842.2050170898438","842.2050170898438","","",""
"43544","","","","","","","858.7449951171875","858.7449951171875","858.7449951171875"
"43549","952.7750244140625","952.7750244140625","952.7750244140625","","","","","",""
"43550","","","","842.1199951171875","842.1199951171875","842.1199951171875","","",""
"43555","","","","","","","858.7449951171875","858.7449951171875","858.7449951171875"
"43559","","","","842.260009765625","842.260009765625","842.260009765625","","",""
"43564","","","","","","","857.2250366210938","857.2250366210938","857.2250366210938"
"43568","951.9450073242188","951.9450073242188","951.9450073242188","","","","","",""
"43569","","","","842.2900390625","842.2900390625","842.2900390625","","",""
"43578","","","","842.4600219726562","842.4600219726562","842.4600219726562","","",""
"43582","","","","","","","856.6849975585938","856.6849975585938","856.6849975585938"
"43585","951.5150146484375","951.5150146484375","951.5150146484375","","","","","",""
"43592","","","","841.8350219726562","841.8350219726562","841.8350219726562","","",""
"43596","951.5650024414062","951.5650024414062","951.5650024414062","","","","","",""
"43600","","","","","","","856.2550048828125","856.2550048828125","856.2550048828125"
"43606","951.760009765625","951.760009765625","951.760009765625","","","","","",""
"43611","","","","841.175048828125","841.175048828125","841.175048828125","","",""
"43619","","","","","","","855.4300537109375","855.4300537109375","855.4300537109375"
"43621","","","","840.8650512695312","840.8650512695312","840.8650512695312","","",""
"43622","952.6800537109375","952.6800537109375","952.6800537109375","","","","","",""
"43631","","","","841.3500366210938","841.3500366210938","841.3500366210938","","",""
"43632","952.905029296875","952.905029296875","952.905029296875","","","","","",""
"43636","","","","","","","855.3800048828125","855.3800048828125","855.3800048828125"
"43639","","","","841.3900146484375","841.3900146484375","841.3900146484375","","",""
"43647","","","","","","","855.8550415039062","855.8550415039062","855.8550415039062"
"43649","952.1250610351562","952.1250610351562","952.1250610351562","841.4200439453125","841.4200439453125","841.4200439453125","","",""
"43656","952.1500244140625","952.1500244140625","952.1500244140625","","","","855.7200317382812","855.7200317382812","855.7200317382812"
"43665","952.0850219726562","952.0850219726562","952.0850219726562","","","","","",""
"43667","","","","","","","856.5150146484375","856.5150146484375","856.5150146484375"
"43668","","","","840.6700439453125","840.6700439453125","840.6700439453125","","",""
"43669","953.195068359375","953.195068359375","953.195068359375","","","","","",""
"43675","","","","841.155029296875","841.155029296875","841.155029296875","","",""
"43683","","","","","","","855.9400024414062","855.9400024414062","855.9400024414062"
"43684","952.6150512695312","952.6150512695312","952.6150512695312","838.1600341796875","838.1600341796875","838.1600341796875","","",""
"43694","","","","838.1300048828125","838.1300048828125","838.1300048828125","","",""
"43696","953.39501953125","953.39501953125","953.39501953125","","","","","",""
"43701","","","","","","","855.3699951171875","855.3699951171875","855.3699951171875"
"43705","","","","837.875","837.875","837.875","","",""
"43712","","","","","","","855.2900390625","855.2900390625","855.2900390625"
"43717","","","","837.905029296875","837.905029296875","837.905029296875","","",""
"43718","956.5199584960938","956.5199584960938","956.5199584960938","","","","","",""
"43726","","","","837.9150390625","837.9150390625","837.9150390625","","",""
"43728","956.5249633789062","956.5249633789062","956.5249633789062","","","","","",""
"43729","","","","","","","854.4600219726562","854.4600219726562","854.4600219726562"
"43736","","","","837.7150268554688","837.7150268554688","837.7150268554688","","",""
"43738","957.1249389648438","957.1249389648438","957.1249389648438","","","","","",""
"43739","","","","","","","854.6849975585938","854.6849975585938","854.6849975585938"
"43746","957.1299438476562","957.1299438476562","957.1299438476562","","","","","",""
"43760","","","","","","","854.6149291992188","854.6149291992188","854.6149291992188"
"43762","","","","847.7500610351562","847.7500610351562","847.7500610351562","","",""
"43765","957.0849609375","957.0849609375","957.0849609375","","","","","",""
"43769","","","","","","","854.6349487304688","854.6349487304688","854.6349487304688"
"43775","957.1149291992188","957.1149291992188","957.1149291992188","","","","","",""
"43778","","","","847.6250610351562","847.6250610351562","847.6250610351562","","",""
"43781","","","","","","","855.0149536132812","855.0149536132812","855.0149536132812"
"43786","952.2999267578125","952.2999267578125","952.2999267578125","","","","","",""
"43789","","","","847.6100463867188","847.6100463867188","847.6100463867188","","",""
"43792","","","","","","","855.0499267578125","855.0499267578125","855.0499267578125"
"43798","","","","847.6900634765625","847.6900634765625","847.6900634765625","","",""
"43802","951.8699340820312","951.8699340820312","951.8699340820312","","","","","",""
"43806","","","","","","","854.6299438476562","854.6299438476562","854.6299438476562"
"43811","952.294921875","952.294921875","952.294921875","","","","","",""
"43816","","","","849.7449951171875","849.7449951171875","849.7449951171875","","",""
"43817","","","","","","","854.544921875","854.544921875","854.544921875"
"43821","952.7699584960938","952.7699584960938","952.7699584960938","","","","","",""
"43826","","","","849.7999877929688","849.7999877929688","849.7999877929688","","",""
"43830","952.7449340820312","952.7449340820312","952.7449340820312","","","","","",""
"43834","","","","","","","856.905029296875","856.905029296875","856.905029296875"
"43837","","","","849.739990234375","849.739990234375","849.739990234375","","",""
"43839","952.7549438476562","952.7549438476562","952.7549438476562","","","","","",""
"43846","","","","849.7899780273438","849.7899780273438","849.7899780273438","","",""
"43848","952.719970703125","952.719970703125","952.719970703125","","","","","",""
"43850","","","","","","","837.5799560546875","837.5799560546875","837.5799560546875"
"43855","","","","849.7599487304688","849.7599487304688","849.7599487304688","","",""
"43857","952.6399536132812","952.6399536132812","952.6399536132812","","","","","",""
